2025-12-30 10:48:10 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 10:48:10 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
2025-12-30 10:48:33 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 10:48:33 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
2025-12-30 10:48:46 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 10:48:46 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
2025-12-30 10:48:59 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 10:48:59 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
2025-12-30 10:49:12 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 10:49:12 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
2025-12-30 10:49:25 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 10:49:25 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
2025-12-30 10:49:40 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 10:49:40 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
2025-12-30 10:49:54 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 10:49:54 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
2025-12-30 11:00:05 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 11:00:05 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
2025-12-30 11:48:01 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 11:48:01 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
2025-12-30 11:55:37 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 11:55:37 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
2025-12-30 11:56:19 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 11:56:19 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
2025-12-30 11:57:09 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 11:57:09 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
2025-12-30 11:57:34 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 11:57:34 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
2025-12-30 11:57:39 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 11:57:39 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
2025-12-30 12:00:18 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 12:00:18 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
2025-12-30 12:00:46 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 12:00:46 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
2025-12-30 12:03:38 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 12:03:38 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
2025-12-30 12:03:56 | INFO     |  app:219 | 日志系统已初始化
2025-12-30 12:03:56 | INFO     |  app:220 | 日志文件: /Users/zane/Project/360/万相/backend/logs/api_20251230.log
