
         /\      Grafana   /‾‾/
    /\  /  \     |\  __   /  /
   /  \/    \    | |/ /  /   ‾‾\
  /          \   |   (  |  (‾)  |
 / __________ \  |_|\_\  \_____/


     execution: local
        script: /Users/zane/Project/Miemie-studio-ha-lab/docs/reports/artifacts/2026-06-04-w2-client-cloudflare-clean-direct/w2-client-cloudflare-status.js
        output: -

     scenarios: (100.00%) 1 scenario, 100 max VUs, 2m30s max duration (incl. graceful stop):
              * default: 100 looping VUs for 2m0s (gracefulStop: 30s)


running (0m01.0s), 100/100 VUs, 0 complete and 0 interrupted iterations
default   [   1% ] 100 VUs  0m01.0s/2m0s
time="2026-06-04T00:49:19+08:00" level=info msg="SLOW_SAMPLE {\"kind\":\"SLOW_SAMPLE\",\"request_id\":\"w2-client-cloudflare-clean-direct-20260604-client-cloudflare-100-query-31-0\",\"vu\":31,\"iter\":0,\"url\":\"/api/projects\",\"status\":200,\"error\":\"\",\"error_code\":0,\"duration_ms\":893.21,\"blocked_ms\":617.421,\"connecting_ms\":177.117,\"tls_ms\":195.093,\"waiting_ms\":892.633,\"receiving_ms\":0.079,\"cf_ray\":\"a06030bdab375d19-SJC\",\"cf_cache_status\":\"DYNAMIC\",\"server\":\"cloudflare\"}" source=console
time="2026-06-04T00:49:19+08:00" level=info msg="SLOW_SAMPLE {\"kind\":\"SLOW_SAMPLE\",\"request_id\":\"w2-client-cloudflare-clean-direct-20260604-client-cloudflare-100-query-37-0\",\"vu\":37,\"iter\":0,\"url\":\"/api/projects\",\"status\":200,\"error\":\"\",\"error_code\":0,\"duration_ms\":908.896,\"blocked_ms\":613.042,\"connecting_ms\":172.093,\"tls_ms\":192.757,\"waiting_ms\":907.857,\"receiving_ms\":0.065,\"cf_ray\":\"a06030bdac731568-SJC\",\"cf_cache_status\":\"DYNAMIC\",\"server\":\"cloudflare\"}" source=console
time="2026-06-04T00:49:19+08:00" level=info msg="SLOW_SAMPLE {\"kind\":\"SLOW_SAMPLE\",\"request_id\":\"w2-client-cloudflare-clean-direct-20260604-client-cloudflare-100-query-91-0\",\"vu\":91,\"iter\":0,\"url\":\"/api/projects\",\"status\":200,\"error\":\"\",\"error_code\":0,\"duration_ms\":897.839,\"blocked_ms\":630.65,\"connecting_ms\":180.373,\"tls_ms\":194.849,\"waiting_ms\":897.706,\"receiving_ms\":0.052,\"cf_ray\":\"a06030bdcad19ddb-SJC\",\"cf_cache_status\":\"DYNAMIC\",\"server\":\"cloudflare\"}" source=console
time="2026-06-04T00:49:19+08:00" level=info msg="SLOW_SAMPLE {\"kind\":\"SLOW_SAMPLE\",\"request_id\":\"w2-client-cloudflare-clean-direct-20260604-client-cloudflare-100-query-12-0\",\"vu\":12,\"iter\":0,\"url\":\"/api/projects\",\"status\":200,\"error\":\"\",\"error_code\":0,\"duration_ms\":909.362,\"blocked_ms\":621.715,\"connecting_ms\":172.037,\"tls_ms\":199.47,\"waiting_ms\":909.226,\"receiving_ms\":0.036,\"cf_ray\":\"a06030bdbf390c77-SJC\",\"cf_cache_status\":\"DYNAMIC\",\"server\":\"cloudflare\"}" source=console
time="2026-06-04T00:49:19+08:00" level=info msg="SLOW_SAMPLE {\"kind\":\"SLOW_SAMPLE\",\"request_id\":\"w2-client-cloudflare-clean-direct-20260604-client-cloudflare-100-query-92-0\",\"vu\":92,\"iter\":0,\"url\":\"/api/projects\",\"status\":200,\"error\":\"\",\"error_code\":0,\"duration_ms\":902.281,\"blocked_ms\":637.32,\"connecting_ms\":180.213,\"tls_ms\":201.497,\"waiting_ms\":902.109,\"receiving_ms\":0.137,\"cf_ray\":\"a06030bdc832ce84-SJC\",\"cf_cache_status\":\"DYNAMIC\",\"server\":\"cloudflare\"}" source=console
time="2026-06-04T00:49:19+08:00" level=info msg="SLOW_SAMPLE {\"kind\":\"SLOW_SAMPLE\",\"request_id\":\"w2-client-cloudflare-clean-direct-20260604-client-cloudflare-100-query-77-0\",\"vu\":77,\"iter\":0,\"url\":\"/api/projects\",\"status\":200,\"error\":\"\",\"error_code\":0,\"duration_ms\":912.568,\"blocked_ms\":634.51,\"connecting_ms\":182.775,\"tls_ms\":200.522,\"waiting_ms\":912.411,\"receiving_ms\":0.106,\"cf_ray\":\"a06030bdddd2d883-SJC\",\"cf_cache_status\":\"DYNAMIC\",\"server\":\"cloudflare\"}" source=console
time="2026-06-04T00:49:19+08:00" level=info msg="SLOW_SAMPLE {\"kind\":\"SLOW_SAMPLE\",\"request_id\":\"w2-client-cloudflare-clean-direct-20260604-client-cloudflare-100-query-8-0\",\"vu\":8,\"iter\":0,\"url\":\"/api/projects\",\"status\":200,\"error\":\"\",\"error_code\":0,\"duration_ms\":906.241,\"blocked_ms\":642.155,\"connecting_ms\":185.331,\"tls_ms\":202.333,\"waiting_ms\":906.17,\"receiving_ms\":0.042,\"cf_ray\":\"a06030bdebb5d001-SJC\",\"cf_cache_status\":\"DYNAMIC\",\"server\":\"cloudflare\"}" source=console
time="2026-06-04T00:49:19+08:00" level=info msg="SLOW_SAMPLE {\"kind\":\"SLOW_SAMPLE\",\"request_id\":\"w2-client-cloudflare-clean-direct-20260604-client-cloudflare-100-query-17-0\",\"vu\":17,\"iter\":0,\"url\":\"/api/projects\",\"status\":200,\"error\":\"\",\"error_code\":0,\"duration_ms\":909.771,\"blocked_ms\":639.458,\"connecting_ms\":193.667,\"tls_ms\":201.375,\"waiting_ms\":909.693,\"receiving_ms\":0.042,\"cf_ray\":\"a06030bdef2febe5-SJC\",\"cf_cache_status\":\"DYNAMIC\",\"server\":\"cloudflare\"}" source=console
time="2026-06-04T00:49:19+08:00" level=info msg="SLOW_SAMPLE {\"kind\":\"SLOW_SAMPLE\",\"request_id\":\"w2-client-cloudflare-clean-direct-20260604-client-cloudflare-100-query-47-0\",\"vu\":47,\"iter\":0,\"url\":\"/api/projects\",\"status\":200,\"error\":\"\",\"error_code\":0,\"duration_ms\":885.69,\"blocked_ms\":665.508,\"connecting_ms\":196.628,\"tls_ms\":215.632,\"waiting_ms\":885.628,\"receiving_ms\":0.039,\"cf_ray\":\"a06030bdfaef1990-SJC\",\"cf_cache_status\":\"DYNAMIC\",\"server\":\"cloudflare\"}" source=console
time="2026-06-04T00:49:19+08:00" level=info msg="SLOW_SAMPLE {\"kind\":\"SLOW_SAMPLE\",\"request_id\":\"w2-client-cloudflare-clean-direct-20260604-client-cloudflare-100-query-24-0\",\"vu\":24,\"iter\":0,\"url\":\"/api/projects\",\"status\":200,\"error\":\"\",\"error_code\":0,\"duration_ms\":935.391,\"blocked_ms\":626.296,\"connecting_ms\":177.334,\"tls_ms\":193.652,\"waiting_ms\":935.272,\"receiving_ms\":0.061,\"cf_ray\":\"a06030bdcc837a73-SJC\",\"cf_cache_status\":\"DYNAMIC\",\"server\":\"cloudflare\"}" source=console
time="2026-06-04T00:49:19+08:00" level=info msg="SLOW_SAMPLE {\"kind\":\"SLOW_SAMPLE\",\"request_id\":\"w2-client-cloudflare-clean-direct-20260604-client-cloudflare-100-query-30-0\",\"vu\":30,\"iter\":0,\"url\":\"/api/projects\",\"status\":200,\"error\":\"\",\"error_code\":0,\"duration_ms\":900.438,\"blocked_ms\":661.282,\"connecting_ms\":201.398,\"tls_ms\":204.534,\"waiting_ms\":900.387,\"receiving_ms\":0.029,\"cf_ray\":\"a06030bdfd4fcce5-SJC\",\"cf_cache_status\":\"DYNAMIC\",\"server\":\"cloudflare\"}" source=console
